Threshold,Precision,Recall
0.0010717119,0.5154130702836005,1.0
0.0010771598,0.5154766309039339,1.0
0.0010815528,0.5155402072027627,1.0
0.0010938008,0.5156037991858887,1.0
0.0010960788,0.5156674068591167,1.0
0.0010963117,0.5157310302282542,1.0
0.0011250634,0.5157946692991116,1.0
0.0011331048,0.5158583240775022,1.0
0.0011335847,0.5159219945692421,1.0
0.0011368506,0.5159856807801506,1.0
0.0011510372,0.5160493827160494,1.0
0.001165586,0.5161131003827633,1.0
0.0011971906,0.51617683378612,1.0
0.0012310195,0.5162405829319501,1.0
0.0012453669,0.5163043478260869,1.0
0.0012578322,0.5163681284743669,1.0
0.0012758761,0.5164319248826291,1.0
0.0012941413,0.5164957370567157,1.0
0.0012999834,0.5165595650024716,1.0
0.0013132441,0.5166234087257446,1.0
0.0013296101,0.5166872682323856,1.0
0.001329767,0.5167511435282482,1.0
0.0013299836,0.5168150346191889,1.0
0.0013324838,0.5168789415110672,1.0
0.0013384529,0.5169428642097452,1.0
0.0013400001,0.5170068027210885,1.0
0.0013523754,0.5170707570509648,1.0
0.0013559218,0.5171347272052456,1.0
0.001356646,0.5171987131898045,1.0
0.0013651646,0.5172627150105185,1.0
0.0013849622,0.5173267326732673,1.0
0.0014081025,0.5173907661839336,1.0
0.0014135204,0.5174548155484031,1.0
0.0014449374,0.517518880772564,1.0
0.0014715574,0.5175829618623081,1.0
0.0015036331,0.5176470588235295,1.0
0.0015046628,0.5177111716621253,1.0
0.0015118244,0.517775300383996,1.0
0.0015173561,0.5178394449950446,1.0
0.0015313021,0.5179036055011771,1.0
0.0015560553,0.5179677819083024,1.0
0.0015613307,0.5180319742223324,1.0
0.0015675148,0.518096182449182,1.0
0.0015696409,0.5181604065947688,1.0
0.0015705692,0.5182246466650137,1.0
0.001570695,0.51828890266584,1.0
0.0015813601,0.5183531746031746,1.0
0.0015850489,0.5184174624829468,1.0
0.0015863843,0.5184817663110891,1.0
0.0015888143,0.5185460860935368,1.0
0.0016158303,0.5186104218362283,1.0
0.0016185615,0.5186747735451048,1.0
0.0016186261,0.5187391412261106,1.0
0.0016285877,0.518803524885193,1.0
0.001632137,0.5188679245283019,1.0
0.0016433125,0.5189323401613904,1.0
0.0016509396,0.5189967717904147,1.0
0.0016577226,0.5190612194213337,1.0
0.0016721721,0.5191256830601093,1.0
0.0016744512,0.5191901627127065,1.0
0.0016996395,0.5192546583850932,1.0
0.0017013751,0.5193191700832401,1.0
0.001701401,0.5193836978131213,1.0
0.001727651,0.5194482415807133,1.0
0.0017299232,0.5195128013919961,1.0
0.0017341964,0.5195773772529522,1.0
0.0017441888,0.5196419691695674,1.0
0.0017589696,0.5197065771478304,1.0
0.0017606724,0.5197712011937329,1.0
0.0017609406,0.5198358413132695,1.0
0.0017635283,0.5199004975124378,1.0
0.0017666371,0.5199651697972385,1.0
0.001797178,0.5200298581736751,1.0
0.0018012484,0.5200945626477541,1.0
0.0018092825,0.5201592832254853,1.0
0.0018118317,0.5202240199128811,1.0
0.0018306421,0.5202887727159572,1.0
0.0018349375,0.520353541640732,1.0
0.0018358296,0.5204183266932271,1.0
0.001844935,0.520483127879467,1.0
0.0018518876,0.5205479452054794,1.0
0.0018529167,0.5206127786772948,1.0
0.0018634888,0.5206776283009467,1.0
0.0018682051,0.5207424940824716,1.0
0.0018861603,0.5208073760279093,1.0
0.0018876997,0.5208722741433022,1.0
0.0018893813,0.5209371884346959,1.0
0.0018953311,0.5210021189081391,1.0
0.0018984213,0.5210670655696834,1.0
0.0019184091,0.5211320284253834,1.0
0.0019374064,0.5211970074812967,1.0
0.0019386053,0.5212620027434842,1.0
0.0019552351,0.5213270142180095,1.0
0.0019594438,0.5213920419109392,1.0
0.0019645372,0.5214570858283433,1.0
0.0019650597,0.5215221459762944,1.0
0.0019670548,0.5215872223608685,1.0
0.0019730588,0.5216523149881442,1.0
0.0019753748,0.5217174238642037,1.0
0.0019766593,0.5217825489951317,1.0
0.001978646,0.5218476903870163,1.0
0.001992066,0.5219128480459483,1.0
0.0019990755,0.521978021978022,1.0
0.0020003088,0.5220432121893344,1.0
0.0020078372,0.5221084186859856,1.0
0.0020348984,0.5221736414740787,1.0
0.0020453287,0.5222388805597201,1.0
0.002045866,0.5223041359490191,1.0
0.0020482684,0.5223694076480879,1.0
0.002055402,0.5223097112860893,0.9997607655502392
0.0020588005,0.522375,0.9997607655502392
0.0020665536,0.5224403050381298,0.9997607655502392
0.0020678274,0.5225056264066017,0.9997607655502392
0.0020700267,0.5225709641115418,0.9997607655502392
0.002072763,0.5226363181590795,0.9997607655502392
0.002074035,0.522701688555347,0.9997607655502392
0.0021002947,0.5227670753064798,0.9997607655502392
0.0021073835,0.5228324784186162,0.9997607655502392
0.0021267608,0.5228978978978979,0.9997607655502392
0.00212975,0.5229633337504693,0.9997607655502392
0.0021322148,0.5230287859824782,0.9997607655502392
0.002140616,0.5230942546000751,0.9997607655502392
0.0021520285,0.5231597396094141,0.9997607655502392
0.002157276,0.523225241016652,0.9997607655502392
0.002166861,0.523290758827949,0.9997607655502392
0.00217009,0.5233562930494677,0.9997607655502392
0.0021712005,0.5234218436873748,0.9997607655502392
0.002195232,0.5234874107478391,0.9997607655502392
0.0022052643,0.5235529942370333,0.9997607655502392
0.002213933,0.5236185941611327,0.9997607655502392
0.0022179997,0.5236842105263158,0.9997607655502392
0.0022232812,0.5237498433387643,0.9997607655502392
0.0022262586,0.5238154926046629,0.9997607655502392
0.0022273106,0.5238811583301993,0.9997607655502392
0.0022316969,0.5239468405215647,0.9997607655502392
0.0022417342,0.5240125391849529,0.9997607655502392
0.0022449966,0.5240782543265613,0.9997607655502392
0.0022697926,0.52414398595259,0.9997607655502392
0.0022729079,0.5242097340692423,0.9997607655502392
0.0022888626,0.5242754986827248,0.9997607655502392
0.0022897185,0.5243412797992472,0.9997607655502392
0.0023247523,0.5244070774250219,0.9997607655502392
0.0023257956,0.5244728915662651,0.9997607655502392
0.0023259304,0.5245387222291954,0.9997607655502392
0.0023265036,0.5246045694200352,0.9997607655502392
0.0023302445,0.5246704331450094,0.9997607655502392
0.0023325735,0.5247363134103465,0.9997607655502392
0.0023375745,0.524802210222278,0.9997607655502392
0.0023384064,0.5248681235870384,0.9997607655502392
0.0023387335,0.5249340535108654,0.9997607655502392
0.0023424772,0.525,0.9997607655502392
0.00234547,0.525065963060686,0.9997607655502392
0.0023506652,0.5251319426991706,0.9997607655502392
0.002351553,0.5251979389217042,0.9997607655502392
0.0023792326,0.52526395173454,0.9997607655502392
0.0023860242,0.5253299811439346,0.9997607655502392
0.0023862366,0.5253960271561479,0.9997607655502392
0.0023879022,0.5254620897774425,0.9997607655502392
0.0023907598,0.5255281690140845,0.9997607655502392
0.0024024746,0.5255942648723431,0.9997607655502392
0.0024101462,0.5256603773584906,0.9997607655502392
0.002412499,0.5257265064788024,0.9997607655502392
0.0024240124,0.5257926522395571,0.9997607655502392
0.0024307752,0.5258588146470367,0.9997607655502392
0.002436756,0.5259249937075258,0.9997607655502392
0.0024371142,0.5259911894273128,0.9997607655502392
0.0024415047,0.5260574018126888,0.9997607655502392
0.0024503204,0.5261236308699484,0.9997607655502392
0.0024538988,0.5261898766053891,0.9997607655502392
0.0024613827,0.5262561390253117,0.9997607655502392
0.0024683764,0.5263224181360201,0.9997607655502392
0.0024706868,0.5263887139438216,0.9997607655502392
0.0024741574,0.5264550264550265,0.9997607655502392
0.0024750216,0.526521355675948,0.9997607655502392
0.0024877766,0.5265877016129032,0.9997607655502392
0.002488893,0.5266540642722117,0.9997607655502392
0.0024949282,0.5267204436601967,0.9997607655502392
0.002502712,0.5267868397831842,0.9997607655502392
0.0025071918,0.5268532526475038,0.9997607655502392
0.0025074854,0.526919682259488,0.9997607655502392
0.0025088966,0.5269861286254729,0.9997607655502392
0.0025103085,0.5270525917517972,0.9997607655502392
0.0025132357,0.5271190716448032,0.9997607655502392
0.0025157689,0.5271855683108364,0.9997607655502392
0.0025158047,0.5272520817562453,0.9997607655502392
0.00251619,0.5273186119873817,0.9997607655502392
0.002533106,0.5273851590106007,0.9997607655502392
0.0025332696,0.5274517228322605,0.9997607655502392
0.0025391588,0.5275183034587225,0.9997607655502392
0.0025447928,0.5275849008963515,0.9997607655502392
0.0025811852,0.5276515151515152,0.9997607655502392
0.0025866048,0.5277181462305847,0.9997607655502392
0.0025914353,0.5277847941399343,0.9997607655502392
0.00259154,0.5278514588859416,0.9997607655502392
0.0025960824,0.5279181404749874,0.9997607655502392
0.0025967862,0.5279848389134555,0.9997607655502392
0.0026016233,0.5280515542077331,0.9997607655502392
0.002606172,0.5281182863642108,0.9997607655502392
0.0026066296,0.5281850353892821,0.9997607655502392
0.0026103947,0.5282518012893439,0.9997607655502392
0.0026170036,0.5283185840707965,0.9997607655502392
0.0026220796,0.528385383740043,0.9997607655502392
0.0026418716,0.5284522003034902,0.9997607655502392
0.0026456045,0.5285190337675477,0.9997607655502392
0.002649058,0.5285858841386288,0.9997607655502392
0.0026587057,0.5286527514231499,0.9997607655502392
0.002662172,0.5287196356275303,0.9997607655502392
0.0026639767,0.5287865367581931,0.9997607655502392
0.002668638,0.5288534548215642,0.9997607655502392
0.0026844176,0.5289203898240729,0.9997607655502392
0.0027037687,0.5289873417721519,0.9997607655502392
0.0027110183,0.529054310672237,0.9997607655502392
0.002715803,0.5291212965307673,0.9997607655502392
0.0027159902,0.5291882993541851,0.9997607655502392
0.0027237143,0.5292553191489362,0.9997607655502392
0.0027270035,0.5293223559214693,0.9997607655502392
0.0027301228,0.5293894096782367,0.9997607655502392
0.0027347254,0.5294564804256936,0.9997607655502392
0.002736674,0.529523568170299,0.9997607655502392
0.0027422796,0.5295906729185148,0.9997607655502392
0.002749363,0.5296577946768061,0.9997607655502392
0.0027548908,0.5297249334516415,0.9997607655502392
0.0027558538,0.529792089249493,0.9997607655502392
0.0027612322,0.5298592620768353,0.9997607655502392
0.0027648127,0.5299264519401471,0.9997607655502392
0.0027678406,0.52999365884591,0.9997607655502392
0.0027680143,0.5300608828006088,0.9997607655502392
0.002774338,0.5301281238107319,0.9997607655502392
0.0027802638,0.5301953818827708,0.9997607655502392
0.0027901332,0.5302626570232204,0.9997607655502392
0.0027927535,0.5303299492385787,0.9997607655502392
0.0028088558,0.5303972585353471,0.9997607655502392
0.002815369,0.5304645849200305,0.9997607655502392
0.0028175577,0.5305319283991368,0.9997607655502392
0.002827493,0.5305992889791773,0.9997607655502392
0.0028340074,0.5306666666666666,0.9997607655502392
0.0028360228,0.530734061468123,0.9997607655502392
0.0028364316,0.5308014733900673,0.9997607655502392
0.0028393867,0.5308689024390244,0.9997607655502392
0.002848391,0.5309363486215221,0.9997607655502392
0.0028659569,0.5310038119440915,0.9997607655502392
0.0028687157,0.5310712924132672,0.9997607655502392
0.0028813304,0.5311387900355872,0.9997607655502392
0.0028879908,0.5312063048175925,0.9997607655502392
0.0028894602,0.5312738367658276,0.9997607655502392
0.0028918157,0.5313413858868404,0.9997607655502392
0.0028923824,0.5314089521871821,0.9997607655502392
0.0029052123,0.5314765356734071,0.9997607655502392
0.0029120785,0.5315441363520733,0.9997607655502392
0.002924277,0.5316117542297417,0.9997607655502392
0.0029299925,0.5316793893129771,0.9997607655502392
0.0029301457,0.5317470416083471,0.9997607655502392
0.0029334717,0.531814711122423,0.9997607655502392
0.0029418895,0.5318823978617793,0.9997607655502392
0.0029486697,0.5319501018329938,0.9997607655502392
0.002949155,0.532017823042648,0.9997607655502392
0.002954204,0.5320855614973262,0.9997607655502392
0.002956088,0.5321533172036165,0.9997607655502392
0.0029625245,0.53222109016811,0.9997607655502392
0.0029634854,0.5322888803974016,0.9997607655502392
0.0029639688,0.5323566878980892,0.9997607655502392
0.0029735635,0.5324245126767742,0.9997607655502392
0.0029807778,0.5324923547400612,0.9997607655502392
0.0029827042,0.5325602140945584,0.9997607655502392
0.0029827338,0.5326280907468773,0.9997607655502392
0.00298867,0.5326959847036329,0.9997607655502392
0.0029945509,0.5327638959714431,0.9997607655502392
0.002996163,0.5328318245569298,0.9997607655502392
0.0030046557,0.5328997704667177,0.9997607655502392
0.003006718,0.5329677337074353,0.9997607655502392
0.0030085226,0.5330357142857143,0.9997607655502392
0.0030099743,0.5331037122081899,0.9997607655502392
0.0030130437,0.5331717274815004,0.9997607655502392
0.0030167545,0.5332397601122879,0.9997607655502392
0.003032116,0.5333078101071975,0.9997607655502392
0.0030370958,0.5333758774728781,0.9997607655502392
0.0030449065,0.5334439622159817,0.9997607655502392
0.0030476656,0.5335120643431636,0.9997607655502392
0.0030518759,0.5335801838610827,0.9997607655502392
0.003059415,0.5336483207764015,0.9997607655502392
0.0030617907,0.5337164750957855,0.9997607655502392
0.003065325,0.5337846468259037,0.9997607655502392
0.003068979,0.5338528359734287,0.9997607655502392
0.0030810444,0.5339210425450364,0.9997607655502392
0.0030906042,0.5339892665474061,0.9997607655502392
0.0031053869,0.5340575079872204,0.9997607655502392
0.0031375894,0.5341257668711656,0.9997607655502392
0.003157722,0.5341940432059312,0.9997607655502392
0.0031648567,0.5342623369982101,0.9997607655502392
0.0031677089,0.5343306482546989,0.9997607655502392
0.0031695324,0.5343989769820972,0.9997607655502392
0.003179857,0.5344673231871083,0.9997607655502392
0.003183045,0.534535686876439,0.9997607655502392
0.0031913377,0.5346040680567993,0.9997607655502392
0.0032004477,0.5346724667349028,0.9997607655502392
0.003211338,0.5347408829174665,0.9997607655502392
0.003217232,0.5348093166112107,0.9997607655502392
0.0032318227,0.5348777678228593,0.9997607655502392
0.0032398107,0.5349462365591398,0.9997607655502392
0.0032438631,0.5350147228267828,0.9997607655502392
0.0032492916,0.5350832266325224,0.9997607655502392
0.0032529505,0.5351517479830964,0.9997607655502392
0.0032765889,0.5352202868852459,0.9997607655502392
0.0032784252,0.5352888433457154,0.9997607655502392
0.0032813763,0.5353574173712529,0.9997607655502392
0.0032872173,0.5354260089686098,0.9997607655502392
0.0032953983,0.5354946181445412,0.9997607655502392
0.0033002791,0.5355632449058054,0.9997607655502392
0.0033150716,0.5356318892591643,0.9997607655502392
0.0033223096,0.5357005512113832,0.9997607655502392
0.0033261753,0.5357692307692308,0.9997607655502392
0.0033405595,0.5358379279394794,0.9997607655502392
0.0033437998,0.5359066427289049,0.9997607655502392
0.0033531361,0.5359753751442863,0.9997607655502392
0.003362003,0.5360441251924064,0.9997607655502392
0.0033653728,0.5361128928800513,0.9997607655502392
0.003368155,0.5361816782140107,0.9997607655502392
0.0033710634,0.5362504812010779,0.9997607655502392
0.0033761133,0.5363193018480493,0.9997607655502392
0.0033979104,0.5363881401617251,0.9997607655502392
0.0034012855,0.5364569961489088,0.9997607655502392
0.0034090767,0.5365258698164077,0.9997607655502392
0.0034095612,0.5365947611710323,0.9997607655502392
0.003421743,0.5366636702195967,0.9997607655502392
0.0034239874,0.5367325969689186,0.9997607655502392
0.0034319418,0.5368015414258189,0.9997607655502392
0.0034419338,0.5368705035971223,0.9997607655502392
0.0034569222,0.5369394834896569,0.9997607655502392
0.003470148,0.5370084811102545,0.9997607655502392
0.003491438,0.5370774964657499,0.9997607655502392
0.003491526,0.537146529562982,0.9997607655502392
0.0034967675,0.5372155804087929,0.9997607655502392
0.0034999242,0.5372846490100283,0.9997607655502392
0.0035130053,0.5373537353735374,0.9997607655502392
0.0035301566,0.5374228395061729,0.9997607655502392
0.0035343294,0.5374919614147909,0.9997607655502392
0.0035384593,0.5375611011062517,0.9997607655502392
0.003564927,0.537630258587418,0.9997607655502392
0.0035659487,0.537699433865157,0.9997607655502392
0.0035803162,0.5376399433792305,0.9995215311004785
0.0035928513,0.5377091377091378,0.9995215311004785
0.0036099367,0.5377783498519758,0.9995215311004785
0.0036171924,0.537847579814624,0.9995215311004785
0.0036228353,0.5379168276039655,0.9995215311004785
0.0036229556,0.5379860932268864,0.9995215311004785
0.003625294,0.5380553766902769,0.9995215311004785
0.003628523,0.5381246780010304,0.9995215311004785
0.0036374158,0.5381939971660441,0.9995215311004785
0.0036428426,0.5382633341922185,0.9995215311004785
0.0036505973,0.5383326890864579,0.9995215311004785
0.0036509114,0.5384020618556701,0.9995215311004785
0.0036592605,0.5384714525067663,0.9995215311004785
0.0036638097,0.5385408610466615,0.9995215311004785
0.0036818066,0.5386102874822741,0.9995215311004785
0.0036843999,0.5385507993811243,0.9992822966507177
0.0036923287,0.5386202450032237,0.9992822966507177
0.0036930603,0.5386897085375291,0.9992822966507177
0.0037272186,0.5387591899909713,0.9992822966507177
0.0037431312,0.538828689370485,0.9992822966507177
0.0037464171,0.5388982066830087,0.9992822966507177
0.0037636901,0.5389677419354839,0.9992822966507177
0.0037689174,0.5390372951348561,0.9992822966507177
0.0037734734,0.5391068662880744,0.9992822966507177
0.0037735791,0.5391764554020911,0.9992822966507177
0.003778038,0.5392460624838626,0.9992822966507177
0.0037840211,0.5393156875403486,0.9992822966507177
0.0037862128,0.5393853305785123,0.9992822966507177
0.003799237,0.539454991605321,0.9992822966507177
0.003803197,0.5395246706277448,0.9992822966507177
0.0038181522,0.539594367652758,0.9992822966507177
0.0038314408,0.5396640826873385,0.9992822966507177
0.0038348527,0.5397338157384675,0.9992822966507177
0.0038422972,0.53980356681313,0.9992822966507177
0.0038510736,0.5398733359183145,0.9992822966507177
0.0038521495,0.5399431230610134,0.9992822966507177
0.003860876,0.5400129282482223,0.9992822966507177
0.0038687733,0.5400827514869407,0.9992822966507177
0.0038858885,0.5401525927841717,0.9992822966507177
0.0038937125,0.5402224521469219,0.9992822966507177
0.0038983154,0.5402923295822015,0.9992822966507177
0.0039030192,0.5403622250970246,0.9992822966507177
0.0039057545,0.5404321386984086,0.9992822966507177
0.0039133998,0.5405020703933747,0.9992822966507177
0.003935166,0.5405720201889479,0.9992822966507177
0.0039411294,0.5406419880921564,0.9992822966507177
0.003953214,0.5407119741100324,0.9992822966507177
0.003958568,0.5407819782496116,0.9992822966507177
0.0039595803,0.5408520005179335,0.9992822966507177
0.0039651017,0.5407925407925408,0.999043062200957
0.0039870674,0.540862582567025,0.999043062200957
0.0039905948,0.5409326424870466,0.999043062200957
0.003998246,0.541002720559658,0.999043062200957
0.003999657,0.5409432495465146,0.9988038277511961
0.004000206,0.5410133471556304,0.9988038277511961
0.0040076124,0.5410834629341628,0.9988038277511961
0.004008553,0.541153596889177,0.9988038277511961
0.004027552,0.5412237490277417,0.9988038277511961
0.0040341653,0.5412939193569298,0.9988038277511961
0.004038714,0.5413641078838174,0.9988038277511961
0.004050616,0.5414343146154844,0.9988038277511961
0.0040525785,0.5415045395590142,0.9988038277511961
0.0040586954,0.5415747827214944,0.9988038277511961
0.0040650265,0.5416450441100156,0.9988038277511961
0.004065434,0.5417153237316725,0.9988038277511961
0.004090262,0.5417856215935635,0.9988038277511961
0.004110302,0.5418559377027904,0.9988038277511961
0.0041212086,0.5419262720664589,0.9988038277511961
0.0041234717,0.5419966246916785,0.9988038277511961
0.004130336,0.5420669955855622,0.9988038277511961
0.004152415,0.5421373847552265,0.9988038277511961
0.004158457,0.5422077922077922,0.9988038277511961
0.004169565,0.5422782179503831,0.9988038277511961
0.004184055,0.5423486619901273,0.9988038277511961
0.0041849017,0.5424191243341562,0.9988038277511961
0.004185693,0.542489604989605,0.9988038277511961
0.004188065,0.5425601039636128,0.9988038277511961
0.0041997605,0.5426306212633221,0.9988038277511961
0.0042000157,0.5427011568958794,0.9988038277511961
0.0042031677,0.5427717108684348,0.9988038277511961
0.004215168,0.542842283188142,0.9988038277511961
0.0042176587,0.5429128738621587,0.9988038277511961
0.004253419,0.542983482897646,0.9988038277511961
0.0042544478,0.543054110301769,0.9988038277511961
0.004264153,0.5431247560816964,0.9988038277511961
0.004278333,0.5431954202446005,0.9988038277511961
0.0042908476,0.5432661027976577,0.9988038277511961
0.0043039485,0.5433368037480479,0.9988038277511961
0.004312519,0.5434075231029546,0.9988038277511961
0.0043126256,0.5434782608695652,0.9988038277511961
0.0043268013,0.543549017055071,0.9988038277511961
0.004336692,0.5436197916666666,0.9988038277511961
0.004338265,0.543690584711551,0.9988038277511961
0.004342186,0.5437613961969263,0.9988038277511961
0.0043455167,0.5438322261299987,0.9988038277511961
0.0043464326,0.5439030745179781,0.9988038277511961
0.0043472378,0.5439739413680782,0.9988038277511961
0.004349323,0.5440448266875163,0.9988038277511961
0.0043508806,0.5441157304835136,0.9988038277511961
0.0043600053,0.5441866527632951,0.9988038277511961
0.0043624323,0.5442575935340894,0.9988038277511961
0.0043680314,0.5443285528031291,0.9988038277511961
0.0043681352,0.5443995305776502,0.9988038277511961
0.0043682368,0.5444705268648931,0.9988038277511961
0.0043715523,0.5445415416721012,0.9988038277511961
0.0043746578,0.5446125750065223,0.9988038277511961
0.004377762,0.5446836268754077,0.9988038277511961
0.004387014,0.5447546972860126,0.9988038277511961
0.004393882,0.5448257862455957,0.9988038277511961
0.004406995,0.54489689376142,0.9988038277511961
0.0044071707,0.5449680198407518,0.9988038277511961
0.004408797,0.5450391644908616,0.9988038277511961
0.0044120755,0.5451103277190233,0.9988038277511961
0.0044233394,0.545181509532515,0.9988038277511961
0.0044286116,0.5452527099386183,0.9988038277511961
0.0044390345,0.5453239289446186,0.9988038277511961
0.004446032,0.5453951665578054,0.9988038277511961
0.0044496176,0.5454664227854716,0.9988038277511961
0.0044518695,0.5455376976349144,0.9988038277511961
0.004464034,0.5456089911134344,0.9988038277511961
